ID,Label,Rarity,ItemType,Icon
heavyfeet_marauderrank4_brigand,Marauder Destroyer Boots of the Brigand,3,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank3,Reinforced Marauder Ravager Boots of the Barbarian,2,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank3_occultist,Marauder Ravager Boots of the Occultist,2,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank3_cleric,Marauder Ravager Boots of the Cleric,2,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank3_brigand,Marauder Ravager Boots of the Brigand,2,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank2,Reinforced Marauder Gladiator Boots of the Barbarian,2,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank2_occultist,Marauder Gladiator Boots of the Occultist,2,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank2_cleric,Marauder Gladiator Boots of the Cleric,2,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank2_brigand,Marauder Gladiator Boots of the Brigand,2,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank1,Reinforced Marauder Soldier Boots of the Barbarian,1,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank1_occultist,Marauder Soldier Boots of the Occultist,1,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank1_cleric,Marauder Soldier Boots of the Cleric,1,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderrank1_brigand,Marauder Soldier Boots of the Brigand,1,Armor,Feet_Faction1OfficerT2
heavyfeet_marauderlegatust5,Reinforced Marauder Legatus Greaves of the Knight,3,Armor,Feet_SoldierT5
heavyfeet_marauderlegatust5_occultist,Marauder Legatus Greaves of the Occultist,3,Armor,Feet_SoldierT5
heavyfeet_marauderlegatust5_cleric,Marauder Legatus Greaves of the Cleric,3,Armor,Feet_SoldierT5
heavyfeet_marauderlegatust5_brigand,Marauder Legatus Greaves of the Brigand,3,Armor,Feet_SoldierT5
heavyfeet_furlinedt5,Fur-Lined Orichalcum Boots,0,Armor,Feet_TrailrunnerT2
heavyfeet_crafteddungeon7t5,Dryad Guard Boots,0,Armor,m_nagaangryearthheavy_feet
heavyfeet_crafteddungeon6t5,Guardian Plate Boots,0,Armor,HeavyFeetAT5
heavyfeet_crafteddungeon5t4,Shipyard Guard Boots,0,Armor,HeavyFeetAT4
heavyfeet_crafteddungeon4t4,Deepwarden's Battlestompers,0,Armor,m_wraithhunterheavyspikes_feet
heavyfeet_crafteddungeon2t3,Obelisk Infantry Boots,0,Armor,m_ancientjavelineer_feet
heavyfeet_crafteddungeon1t3,Amrine Guard Boots,0,Armor,HeavyFeetAT3
heavyfeet_covenantrank5,Reinforced Covenant Adjudicator Boots of the Barbarian,2,Armor,Metal_SetD_Boots_T5
heavyfeet_covenantrank5_occultist,Covenant Adjudicator Boots of the Occultist,3,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank5_cleric,Covenant Adjudicator Boots of the Cleric,3,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank5_brigand,Covenant Adjudicator Boots of the Brigand,3,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank4,Reinforced Covenant Lumen Boots of the Barbarian,2,Armor,M_TownguardFactionCovenant_calves
heavyfeet_covenantrank4_occultist,Covenant Lumen Boots of the Occultist,3,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank4_cleric,Covenant Lumen Boots of the Cleric,3,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank4_brigand,Covenant Lumen Boots of the Brigand,3,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank3,Reinforced Covenant Excubitor Boots of the Barbarian,2,Armor,M_TownguardFactionCovenant_calves
heavyfeet_covenantrank3_occultist,Covenant Excubitor Boots of the Occultist,2,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank3_cleric,Covenant Excubitor Boots of the Cleric,2,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank3_brigand,Covenant Excubitor Boots of the Brigand,2,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank2,Reinforced Covenant Templar Boots of the Barbarian,2,Armor,M_TownguardFactionCovenant_calves
heavyfeet_covenantrank2_occultist,Covenant Templar Boots of the Occultist,2,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank2_cleric,Covenant Templar Boots of the Cleric,2,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank2_brigand,Covenant Templar Boots of the Brigand,2,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank1,Reinforced Covenant Initiate Boots of the Barbarian,1,Armor,M_TownguardFactionCovenant_calves
heavyfeet_covenantrank1_occultist,Covenant Initiate Boots of the Occultist,1,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank1_cleric,Covenant Initiate Boots of the Cleric,1,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantrank1_brigand,Covenant Initiate Boots of the Brigand,1,Armor,Feet_Faction2OfficerT2
heavyfeet_covenantinquisitort5,Reinforced Covenant Inquisitor Boots of the Warden,3,Armor,Feet_InquisitorT2
heavyfeet_covenantinquisitort5_occultist,Covenant Inquisitor Boots of the Occultist,3,Armor,Feet_InquisitorT2
heavyfeet_covenantinquisitort5_brigand,Covenant Inquisitor Boots of the Brigand,3,Armor,Feet_InquisitorT2
heavyfeet_covenantinquisitort5_barbarian,Covenant Inquisitor Boots of the Barbarian,3,Armor,Feet_InquisitorT2
sparkbattle,Spark of Battle,4,Resource,CONBonusT2
heavyfeet_battlesembracebootst4,Battle's Embrace Boots,2,Armor,Feet_HeavyT3
heavyfeet_battlesembracebootst4a,Strengthened Battle's Embrace Boots,3,Armor,Feet_HeavyT3
workorder_0205_0102_boots_battlesembrace,Battle's Embrace Work Order,0,Resource,ClaimCharterT1
0205_0102_stouthides,Stout Fenton Hides,0,Resource,RawhideT4
0205_0102_treatedhobnails,Treated Hobnails,0,Resource,RivetsT5
0205_0102_metalbanding,Restless Metal Bands,0,Resource,FastenersT4
heavychest_voidbentt5,Voidbent Breastplate,4,Armor,m_voidbentheavy_chest
heavychest_syndicaterank5,Reinforced Syndicate Alchemist Breastplate of the Barbarian,2,Armor,Leather_SetD_Shirt_T5
heavychest_syndicaterank5_occultist,Syndicate Alchemist Breastplate of the Occultist,3,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank5_cleric,Syndicate Alchemist Breastplate of the Cleric,3,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank5_brigand,Syndicate Alchemist Breastplate of the Brigand,3,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank4,Reinforced Syndicate Cabalist Breastplate of the Barbarian,2,Armor,M_TownguardFactionSyndicate_chest
heavychest_syndicaterank4_occultist,Syndicate Cabalist Breastplate of the Occultist,3,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank4_cleric,Syndicate Cabalist Breastplate of the Cleric,3,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank4_brigand,Syndicate Cabalist Breastplate of the Brigand,3,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank3,Reinforced Syndicate Chronicler Breastplate of the Barbarian,2,Armor,M_TownguardFactionSyndicate_chest
heavychest_syndicaterank3_occultist,Syndicate Chronicler Breastplate of the Occultist,2,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank3_cleric,Syndicate Chronicler Breastplate of the Cleric,2,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank3_brigand,Syndicate Chronicler Breastplate of the Brigand,2,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank2,Reinforced Syndicate Scrivener Breastplate of the Barbarian,2,Armor,M_TownguardFactionSyndicate_chest
heavychest_syndicaterank2_occultist,Syndicate Scrivener Breastplate of the Occultist,2,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank2_cleric,Syndicate Scrivener Breastplate of the Cleric,2,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank2_brigand,Syndicate Scrivener Breastplate of the Brigand,2,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank1,Reinforced Syndicate Adept Breastplate of the Barbarian,1,Armor,M_TownguardFactionSyndicate_chest
heavychest_syndicaterank1_occultist,Syndicate Adept Breastplate of the Occultist,1,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank1_cleric,Syndicate Adept Breastplate of the Cleric,1,Armor,Chest_Faction3OfficerT2
heavychest_syndicaterank1_brigand,Syndicate Adept Breastplate of the Brigand,1,Armor,Chest_Faction3OfficerT2
heavychest_marauderrank5,Reinforced Marauder Commander Breastplate of the Barbarian,2,Armor,m_marauderfaction_chest
heavychest_marauderrank5_occultist,Marauder Commander Breastplate of the Occultist,3,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank5_cleric,Marauder Commander Breastplate of the Cleric,3,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank5_brigand,Marauder Commander Breastplate of the Brigand,3,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank4,Reinforced Marauder Destroyer Breastplate of the Barbarian,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank4_occultist,Marauder Destroyer Breastplate of the Occultist,3,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank4_cleric,Marauder Destroyer Breastplate of the Cleric,3,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank4_brigand,Marauder Destroyer Breastplate of the Brigand,3,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank3,Reinforced Marauder Ravager Breastplate of the Barbarian,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank3_occultist,Marauder Ravager Breastplate of the Occultist,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank3_cleric,Marauder Ravager Breastplate of the Cleric,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank3_brigand,Marauder Ravager Breastplate of the Brigand,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank2,Reinforced Marauder Gladiator Breastplate of the Barbarian,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank2_occultist,Marauder Gladiator Breastplate of the Occultist,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank2_cleric,Marauder Gladiator Breastplate of the Cleric,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank2_brigand,Marauder Gladiator Breastplate of the Brigand,2,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank1,Reinforced Marauder Soldier Breastplate of the Barbarian,1,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank1_occultist,Marauder Soldier Breastplate of the Occultist,1,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank1_cleric,Marauder Soldier Breastplate of the Cleric,1,Armor,Chest_Faction1OfficerT2
heavychest_marauderrank1_brigand,Marauder Soldier Breastplate of the Brigand,1,Armor,Chest_Faction1OfficerT2
heavychest_marauderlegatust5,Reinforced Marauder Legatus Breastplate of the Knight,3,Armor,Chest_SoldierT5
heavychest_marauderlegatust5_occultist,Marauder Legatus Breastplate of the Occultist,3,Armor,Chest_SoldierT5
heavychest_marauderlegatust5_cleric,Marauder Legatus Breastplate of the Cleric,3,Armor,Chest_SoldierT5
heavychest_marauderlegatust5_brigand,Marauder Legatus Breastplate of the Brigand,3,Armor,Chest_SoldierT5
heavychest_furlinedt5,Fur-Lined Orichalcum Breastplate,0,Armor,Chest_TrailrunnerT2
heavychest_crafteddungeon7t5,Dryad Guard Breastplate,0,Armor,m_nagaangryearthheavy_chest
heavychest_crafteddungeon6t5,Guardian Plate Chestguard,0,Armor,HeavyChestAT5
heavychest_crafteddungeon5t4,Shipyard Guard Breastplate,0,Armor,HeavyChestAT4
heavychest_crafteddungeon4t4,Deepwarden's Battleplate,0,Armor,m_wraithhunterheavyspikes_chest
heavychest_crafteddungeon2t3,Obelisk Infantry Breastplate,0,Armor,m_ancientjavelineer_chest
heavychest_crafteddungeon1t3,Amrine Guard Breastplate,0,Armor,HeavyChestAT3
heavychest_covenantrank5,Reinforced Covenant Adjudicator Breastplate of the Barbarian,2,Armor,Metal_SetD_Shirt_T5
heavychest_covenantrank5_occultist,Covenant Adjudicator Breastplate of the Occultist,3,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank5_cleric,Covenant Adjudicator Breastplate of the Cleric,3,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank5_brigand,Covenant Adjudicator Breastplate of the Brigand,3,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank4,Reinforced Covenant Lumen Breastplate of the Barbarian,2,Armor,M_TownguardFactionCovenant_chest
heavychest_covenantrank4_occultist,Covenant Lumen Breastplate of the Occultist,3,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank4_cleric,Covenant Lumen Breastplate of the Cleric,3,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank4_brigand,Covenant Lumen Breastplate of the Brigand,3,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank3,Reinforced Covenant Excubitor Breastplate of the Barbarian,2,Armor,M_TownguardFactionCovenant_chest
heavychest_covenantrank3_occultist,Covenant Excubitor Breastplate of the Occultist,2,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank3_cleric,Covenant Excubitor Breastplate of the Cleric,2,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank3_brigand,Covenant Excubitor Breastplate of the Brigand,2,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank2,Reinforced Covenant Templar Breastplate of the Barbarian,2,Armor,M_TownguardFactionCovenant_chest
heavychest_covenantrank2_occultist,Covenant Templar Breastplate of the Occultist,2,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank2_cleric,Covenant Templar Breastplate of the Cleric,2,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank2_brigand,Covenant Templar Breastplate of the Brigand,2,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank1,Reinforced Covenant Initiate Breastplate of the Barbarian,1,Armor,M_TownguardFactionCovenant_chest
heavychest_covenantrank1_occultist,Covenant Initiate Breastplate of the Occultist,1,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank1_cleric,Covenant Initiate Breastplate of the Cleric,1,Armor,Chest_Faction2OfficerT2
heavychest_covenantrank1_brigand,Covenant Initiate Breastplate of the Brigand,1,Armor,Chest_Faction2OfficerT2
heavychest_covenantinquisitort5,Reinforced Covenant Inquisitor Coat of the Warden,3,Armor,Chest_InquisitorT2
heavychest_covenantinquisitort5_occultist,Covenant Inquisitor Coat of the Occultist,3,Armor,Chest_InquisitorT2
heavychest_covenantinquisitort5_brigand,Covenant Inquisitor Coat of the Brigand,3,Armor,Chest_InquisitorT2
heavychest_covenantinquisitort5_barbarian,Covenant Inquisitor Coat of the Barbarian,3,Armor,Chest_InquisitorT2
sparkadrenaline,Spark of Adrenaline,4,Resource,CONBonusT3
heavychest_battlesembracebreastplatet4,Battle's Embrace Breastplate,2,Armor,Chest_HeavyT5
heavychest_battlesembracebreastplatet4a,Strengthened Battle's Embrace Breastplate,3,Armor,Chest_HeavyT5
workorder_0205_0102_breastplate_battlesembrace,Battle's Embrace Work Order,0,Resource,ClaimCharterT1
0205_0102_evershinepolish,Evershine Polish,0,Resource,ViscousAzothT2
0205_0102_stalwartrivets,Once-Golden Rivets,0,Resource,RivetsT5
0205_0102_hammeredmetal,Undefiled Metal,0,Resource,WhetstoneT2
flintt1,Flint,0,Resource,FlintT1
saltpetert1,Saltpeter,0,Resource,SaltpeterT1
workorder_0204_0104_executioner,Executioner Work Order,0,Resource,ClaimCharterT1
0204_0104_bucaneersplank,Bucaneer's Plank,0,Resource,TimberT5
0204_0104_hangmansbinding,Hangman's Binding,0,Resource,WrithingBriarT2
0204_0104_bladebrute,Blade of the Brutes,0,Resource,MI_BrokenAxe
0204_0104_infernalcoagulant,Infernal Coagulant,0,Resource,MI_VialOfBlood
2hgreataxe_executionert4,Executioner,3,Weapon,2hGreataxe_RecklessAbandonT4
emeraldt4,Pristine Emerald,3,Resource,EmeraldT4
emeraldt3,Brilliant Emerald,2,Resource,EmeraldT3
emeraldt2,Emerald,1,Resource,EmeraldT2
emeraldt1,Flawed Emerald,0,Resource,EmeraldT1
diamondt4,Pristine Diamond,3,Resource,DiamondT4
diamondt3,Brilliant Diamond,2,Resource,DiamondT3
diamondt2,Diamond,1,Resource,DiamondT2
diamondt1,Flawed Diamond,0,Resource,DiamondT1
carneliant4,Pristine Carnelian,3,Resource,CarnelianT4
carneliant3,Brilliant Carnelian,2,Resource,CarnelianT3
carneliant2,Carnelian,1,Resource,CarnelianT2
carneliant1,Flawed Carnelian,0,Resource,CarnelianT1
aquamarinet4,Pristine Aquamarine,3,Resource,AquamarineT4
aquamarinet3,Brilliant Aquamarine,2,Resource,AquamarineT3
aquamarinet2,Aquamarine,1,Resource,AquamarineT2
aquamarinet1,Flawed Aquamarine,0,Resource,AquamarineT1
amethystt4,Pristine Amethyst,3,Resource,AmethystT4
amethystt3,Brilliant Amethyst,2,Resource,AmethystT3
amethystt2,Amethyst,1,Resource,AmethystT2
amethystt1,Flawed Amethyst,0,Resource,AmethystT1
ambert4,Pristine Amber,3,Resource,AmberT4
ambert3,Brilliant Amber,2,Resource,AmberT3
ambert2,Amber,1,Resource,AmberT2
ambert1,Flawed Amber,0,Resource,AmberT1
Gemstones,Gemstones,0,Item Category,icons/crafting/icon_crafting_category_resources
gemstonedustt5,Powerful Gemstone Dust,0,Consumable,GemstoneDustT5
gemstonedustt4,Strong Gemstone Dust,0,Consumable,GemstoneDustT4
gemstonedustt3,Common Gemstone Dust,0,Consumable,GemstoneDustT3
gemstonedustt2,Weak Gemstone Dust,0,Consumable,GemstoneDustT2
cookingoilt1,Cooking Oil,0,Resource,CookingOilT1
foodweaponsmitht5,Savory Vegetable Medley,0,Consumable,FoodWeaponsmithT5
foodweaponsmitht4,Roasted Vegetable Medley,0,Consumable,FoodWeaponsmithT4
cheeset1,Cheese,0,Consumable,CheeseT1
foodweaponsmitht3,Herb-crusted Broccoli,0,Consumable,FoodWeaponsmithT3
foodweaponsmitht2,Steamed Broccoli,0,Consumable,FoodWeaponsmithT2
buttert1,Butter,0,Consumable,ButterT1
foodweaponsmitht1,Roasted Broccoli,0,Consumable,FoodWeaponsmithT1
foodstrt5,Roasted Gnufish,0,Consumable,FoodSTRT5
foodstrt4,Clam Chowder,0,Consumable,FoodSTRT4
foodstrt3,Supreme Omelet,0,Consumable,FoodSTRT3
foodstrt2,Pork Chops and Apple Sauce,0,Consumable,FoodSTRT2
foodstrintt5,Spaghetti Bolognese,0,Consumable,FoodSTRINTT5
foodstrintt4,Pesto-stuffed Turkey Breast,0,Consumable,FoodSTRINTT4
foodstrintt3,Stuffed Squash,0,Consumable,FoodSTRINTT3
foodstrintt2,Roasted Carrots with Dill,0,Consumable,FoodSTRINTT2
foodstrfoct5,Honey Roasted Ham,0,Consumable,FoodSTRFOCT5
foodstrfoct4,Fish and Chips,0,Consumable,FoodSTRFOCT4
foodstrfoct3,Blueberry Pie,0,Consumable,FoodSTRFOCT3
foodstrfoct2,Fruit Salad,0,Consumable,FoodSTRFOCT2
foodstrdext5,Bacon-Wrapped Scallops,0,Consumable,FoodSTRDEXT5
foodstrdext4,Venison Roast,0,Consumable,FoodSTRDEXT4
foodstrdext3,Fried Calamari,0,Consumable,FoodSTRDEXT3
foodstrdext2,Garlic Steak,0,Consumable,FoodSTRDEXT2
foodstrcont5,Carrot Cake,0,Consumable,FoodSTRCONT5
foodstrcont4,Bear Flank Pinwheels,0,Consumable,FoodSTRCONT4
foodstrcont3,Steak with Mushroom Gravy,0,Consumable,FoodSTRCONT3
foodstrcont2,Cheesy Broccoli Soup,0,Consumable,FoodSTRCONT2
foodminert5,Salted Roasted Vegetables,0,Consumable,FoodMinerT5
foodminert4,Poultry with Roasted Potatoes,0,Consumable,FoodMinerT4
foodminert3,Boiled Potatoes,0,Consumable,FoodMinerT3
foodminert2,Herb-roasted Potatoes,0,Consumable,FoodMinerT2
foodminert1,Roasted Potatoes,0,Consumable,FoodMinerT1
foodlumberjackt5,Salted Poultry with Cabbage,0,Consumable,FoodLumberjackT5
foodlumberjackt4,Cabbage-Wrapped Roasted Fish,0,Consumable,FoodLumberjackT4
foodlumberjackt3,Herb-Roasted Cabbage,0,Consumable,FoodLumberjackT3
foodlumberjackt2,Boiled Cabbage,0,Consumable,FoodLumberjackT2
foodlumberjackt1,Roasted Cabbage,0,Consumable,FoodLumberjackT1
foodjewelcraftert5,Glazed Melon Bread,0,Consumable,FoodJewelcrafterT5
foodjewelcraftert4,Sweet Fruit Trifle,0,Consumable,FoodJewelcrafterT4
foodjewelcraftert3,Melon Infusion,0,Consumable,FoodJewelcrafterT3
foodjewelcraftert2,Candied Melon,0,Consumable,FoodJewelcrafterT2
foodjewelcraftert1,Cooked Melon,0,Consumable,FoodJewelcrafterT1
foodintt5,Steamed Abaia Serpe,0,Consumable,FoodINTT5
foodintt4,Calamari and Tomato Stew,0,Consumable,FoodINTT4
foodintt3,Stuffed Pork Chop,0,Consumable,FoodINTT3
foodintt2,Blackened Fish Filet,0,Consumable,FoodINTT2
squidinkt1,Squid Ink,2,Resource,SquidInkT1
foodintstrt5,Squid Ink Pasta with Clams,0,Consumable,FoodINTSTRT5
foodintstrt4,Venison Tenderloin with Herb Butter,0,Consumable,FoodINTSTRT4
foodintstrt3,Corned Beef and Cabbage,0,Consumable,FoodINTSTRT3
foodintstrt2,Campfire Stew,0,Consumable,FoodINTSTRT2
foodintfoct5,Stuffed Venison Tenderloin,0,Consumable,FoodINTFOCT5
foodintfoct4,Salted Ham with Apple Butter,0,Consumable,FoodINTFOCT4
foodintfoct3,Fish Cakes,0,Consumable,FoodINTFOCT3
foodintfoct2,Sausage with Creamed Corn,0,Consumable,FoodINTFOCT2
foodintdext5,Filet in Mushroom Sauce,0,Consumable,FoodINTDEXT5
foodintdext4,Braised Wolf Loin,0,Consumable,FoodINTDEXT4
foodintdext3,Venison Stroganoff,0,Consumable,FoodINTDEXT3
foodintdext2,Garlic Rosemary Poultry,0,Consumable,FoodINTDEXT2
foodintcont5,Glazed Bear with Sauteed Vegetables,0,Consumable,FoodINTCONT5
foodintcont4,Turkey Breast with Cranberry Glaze,0,Consumable,FoodINTCONT4
foodintcont3,Meatloaf,0,Consumable,FoodINTCONT3
foodintcont2,Fish with Tomato and Basil,0,Consumable,FoodINTCONT2
foodhuntert5,Savory Fish Cake,0,Consumable,FoodHunterT5
foodhuntert4,Vegetable Boil,0,Consumable,FoodHunterT4
foodhuntert3,Carrot Soup,0,Consumable,FoodHunterT3
foodhuntert2,Herb-roasted Carrots,0,Consumable,FoodHunterT2
foodhuntert1,Roasted Carrots,0,Consumable,FoodHunterT1
foodharvestert5,Spicy Steak Pie,0,Consumable,FoodHarvesterT5
foodharvestert4,Breakfast Bread,0,Consumable,FoodHarvesterT4
foodharvestert3,Herb-Crusted Corn on the Cob,0,Consumable,FoodHarvesterT3
foodharvestert2,Cornbread,0,Consumable,FoodHarvesterT2
foodharvestert1,Cooked Corn,0,Consumable,FoodHarvesterT1
foodfoct5,Blackened Mandje Mandje with Corn Succotash,0,Consumable,FoodFOCT5
foodfoct4,Turkey Pot Pie,0,Consumable,FoodFOCT4
foodfoct3,Baked Fish Filet,0,Consumable,FoodFOCT3
foodfoct2,Venison Pot Roast,0,Consumable,FoodFOCT2
baitfreshoystert3,Oyster Bait,0,Resource,BaitFreshOysterT3
foodfocstrt5,Butter Poached Oysters on Angel Hair,0,Consumable,FoodFOCSTRT5
foodfocstrt4,Caviar Crostini,0,Consumable,FoodFOCSTRT4
foodfocstrt3,Grilled Pork with Spiced Squash,0,Consumable,FoodFOCSTRT3
foodfocstrt2,Venison Jerky,0,Consumable,FoodFOCSTRT2
foodfocintt5,Venison Tenderloin with Blueberry Glaze,0,Consumable,FoodFOCINTT5
foodfocintt4,Cordon Bleu,0,Consumable,FoodFOCINTT4
foodfocintt3,Fruit Salad with Toasted Coconut,0,Consumable,FoodFOCINTT3
foodfocintt2,Melon Crème Tart,0,Consumable,FoodFOCINTT2
foodfocdext5,Roasted Turkey Thigh,0,Consumable,FoodFOCDEXT5
foodfocdext4,Berry Glazed Roasted Ham,0,Consumable,FoodFOCDEXT4
foodfocdext3,Deep Fried Poultry,0,Consumable,FoodFOCDEXT3
foodfocdext2,Fish with Tarragon and Oregano,0,Consumable,FoodFOCDEXT2
foodfoccont5,Slow Roasted Bear Flank with Root Vegetables,0,Consumable,FoodFOCCONT5
foodfoccont4,Orange Thyme Turkey Breast,0,Consumable,FoodFOCCONT4
foodfoccont3,Onion Smothered Pork,0,Consumable,FoodFOCCONT3
foodfoccont2,Game Meat Skewers,0,Consumable,FoodFOCCONT2
foodengineert5,Herb-Crusted Vegetables,0,Consumable,FoodEngineerT5
foodengineert4,Creamed Corn,0,Consumable,FoodEngineerT4
foodengineert3,Herb-Roasted Squash,0,Consumable,FoodEngineerT3
foodengineert2,Roasted Squash,0,Consumable,FoodEngineerT2
foodengineert1,Steamed Squash,0,Consumable,FoodEngineerT1
fooddext5,Fried Albenaja,0,Consumable,FoodDEXT5
fooddext4,Seafood Bisque,0,Consumable,FoodDEXT4
fooddext3,Honeyed Melon,0,Consumable,FoodDEXT3
fooddext2,Meat Pie,0,Consumable,FoodDEXT2
fooddexstrt5,Fall Harvest Turkey,0,Consumable,FoodDEXSTRT5
fooddexstrt3,Citrus Tart,0,Consumable,FoodDEXSTRT3
fooddexstrt2,Shooter Sandwich,0,Consumable,FoodDEXSTRT2
fooddexintt5,Poacher's Pie,0,Consumable,FoodDEXINTT5
fooddexintt4,Roasted Wolf Loin,0,Consumable,FoodDEXINTT4
fooddexintt3,Coconut Custard,0,Consumable,FoodDEXINTT3
fooddexintt2,Roast Pork Shank,0,Consumable,FoodDEXINTT2
fooddexfoct5,Carbonara,0,Consumable,FoodDEXFOCT5
fooddexfoct4,Paella,0,Consumable,FoodDEXFOCT4
fooddexfoct3,Cheesecake,0,Consumable,FoodDEXFOCT3
fooddexfoct2,Apple Pie,0,Consumable,FoodDEXFOCT2
fooddexcont5,Rabbit Stew,0,Consumable,FoodDEXCONT5
fooddexcont4,Filet with Mint and Cracked Barley,0,Consumable,FoodDEXCONT4
fooddexcont3,Roasted Game Bird with Berry Glaze,0,Consumable,FoodDEXCONT3
fooddexcont2,Poached Fish with Lemon and Dill,0,Consumable,FoodDEXCONT2
fooddefenset5,Sweet Cranberry Brew,0,Consumable,FoodDefenseT5
fooddefenset4,Tart Fruit Salad,0,Consumable,FoodDefenseT4
fooddefenset3,Cranberry Compote,0,Consumable,FoodDefenseT3
fooddefenset2,Cranberry Infusion,0,Consumable,FoodDefenseT2
fooddefenset1,Cooked Cranberries,0,Consumable,FoodDefenseT1
foodcont5,Roasted Rabbit with Seasoned Vegetables,0,Consumable,FoodCONT5
foodcont4,Stuffed Calamari,0,Consumable,FoodCONT4
foodcont3,Game Meat with Citrus Glaze,0,Consumable,FoodCONT3
foodcont2,Tarragon Poultry Sliders,0,Consumable,FoodCONT2
foodconstrt5,Turkey Thigh with Pan Gravy and Spiced Wild Berries,0,Consumable,FoodCONSTRT5
foodconstrt4,Grilled Wolf Loin with Seasoned Squash,0,Consumable,FoodCONSTRT4
foodconstrt3,Coconut Crusted Fish Filet,0,Consumable,FoodCONSTRT3
foodconstrt2,Seared Venison Steak,0,Consumable,FoodCONSTRT2
foodconintt5,Pork Belly Fried Rice,0,Consumable,FoodCONINTT5
foodconintt4,Turkey and Stuffing with Mushroom Gravy,0,Consumable,FoodCONINTT4
foodconintt3,Pork Chops with Pan Gravy,0,Consumable,FoodCONINTT3
foodconintt2,Butter Poached Game,0,Consumable,FoodCONINTT2
foodconfoct5,Smoked Rib Cap with Cabbage and Barley Soup,0,Consumable,FoodCONFOCT5
