Source,Target,BaseGearScore,Cooldown,RecipeLevel,SalvageRecipe,Quantity,Tradeskill,Rarity,Station,Icon,Type,Category
saltt1,foodconintt5,188.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt5', 'name': 'Recipe: Pork Belly Fried Rice', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONINTT5,recipe,Foods
turkeybreastt1,foodconintt4,138.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt4', 'name': 'Recipe: Turkey and Stuffing with Mushroom Gravy', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONINTT4,recipe,Foods
breadt1,foodconintt4,138.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt4', 'name': 'Recipe: Turkey and Stuffing with Mushroom Gravy', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONINTT4,recipe,Foods
seasoningblendt1,foodconintt4,138.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt4', 'name': 'Recipe: Turkey and Stuffing with Mushroom Gravy', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONINTT4,recipe,Foods
buttert1,foodconintt4,138.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt4', 'name': 'Recipe: Turkey and Stuffing with Mushroom Gravy', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONINTT4,recipe,Foods
mushroomt1,foodconintt4,138.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt4', 'name': 'Recipe: Turkey and Stuffing with Mushroom Gravy', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONINTT4,recipe,Foods
oniont1,foodconintt4,138.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt4', 'name': 'Recipe: Turkey and Stuffing with Mushroom Gravy', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONINTT4,recipe,Foods
porkt1,foodconintt3,88.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt3', 'name': 'Recipe: Pork Chops with Pan Gravy', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONINTT3,recipe,Foods
buttert1,foodconintt3,88.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt3', 'name': 'Recipe: Pork Chops with Pan Gravy', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONINTT3,recipe,Foods
flourt1,foodconintt3,88.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt3', 'name': 'Recipe: Pork Chops with Pan Gravy', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONINTT3,recipe,Foods
rosemaryt1,foodconintt3,88.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt3', 'name': 'Recipe: Pork Chops with Pan Gravy', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONINTT3,recipe,Foods
thymet1,foodconintt3,88.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconintt3', 'name': 'Recipe: Pork Chops with Pan Gravy', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONINTT3,recipe,Foods
meatgamet1,foodconintt2,38.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONINTT2,recipe,Foods
buttert1,foodconintt2,38.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONINTT2,recipe,Foods
basilt1,foodconintt2,38.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONINTT2,recipe,Foods
garlict1,foodconintt2,38.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONINTT2,recipe,Foods
primeredmeatt1,foodconfoct5,190.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct5', 'name': 'Recipe: Smoked Rib Cap with Cabbage and Barley Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONFOCT5,recipe,Foods
paprikat1,foodconfoct5,190.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct5', 'name': 'Recipe: Smoked Rib Cap with Cabbage and Barley Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONFOCT5,recipe,Foods
peppercornt1,foodconfoct5,190.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct5', 'name': 'Recipe: Smoked Rib Cap with Cabbage and Barley Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONFOCT5,recipe,Foods
cabbaget1,foodconfoct5,190.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct5', 'name': 'Recipe: Smoked Rib Cap with Cabbage and Barley Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONFOCT5,recipe,Foods
barleyt1,foodconfoct5,190.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct5', 'name': 'Recipe: Smoked Rib Cap with Cabbage and Barley Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONFOCT5,recipe,Foods
oniont1,foodconfoct5,190.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct5', 'name': 'Recipe: Smoked Rib Cap with Cabbage and Barley Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONFOCT5,recipe,Foods
seasoningblendt1,foodconfoct5,190.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct5', 'name': 'Recipe: Smoked Rib Cap with Cabbage and Barley Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONFOCT5,recipe,Foods
wolfloint1,foodconfoct4,140.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct4', 'name': 'Recipe: Wolf Loin Meat Pies', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONFOCT4,recipe,Foods
pastrycrustt1,foodconfoct4,140.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct4', 'name': 'Recipe: Wolf Loin Meat Pies', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONFOCT4,recipe,Foods
squasht1,foodconfoct4,140.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct4', 'name': 'Recipe: Wolf Loin Meat Pies', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONFOCT4,recipe,Foods
mushroomt1,foodconfoct4,140.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct4', 'name': 'Recipe: Wolf Loin Meat Pies', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONFOCT4,recipe,Foods
peppercornt1,foodconfoct4,140.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct4', 'name': 'Recipe: Wolf Loin Meat Pies', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONFOCT4,recipe,Foods
oreganot1,foodconfoct4,140.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct4', 'name': 'Recipe: Wolf Loin Meat Pies', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONFOCT4,recipe,Foods
poultryt1,foodconfoct3,90.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct3', 'name': 'Recipe: Grilled Poultry with Saffron Rice', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONFOCT3,recipe,Foods
ricet1,foodconfoct3,90.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct3', 'name': 'Recipe: Grilled Poultry with Saffron Rice', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONFOCT3,recipe,Foods
saffront1,foodconfoct3,90.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct3', 'name': 'Recipe: Grilled Poultry with Saffron Rice', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONFOCT3,recipe,Foods
cookingoilt1,foodconfoct3,90.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct3', 'name': 'Recipe: Grilled Poultry with Saffron Rice', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONFOCT3,recipe,Foods
parsleyt1,foodconfoct3,90.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodconfoct3', 'name': 'Recipe: Grilled Poultry with Saffron Rice', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONFOCT3,recipe,Foods
meatgamet1,foodconfoct2,40.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONFOCT2,recipe,Foods
applet1,foodconfoct2,40.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONFOCT2,recipe,Foods
mushroomt1,foodconfoct2,40.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONFOCT2,recipe,Foods
nutmegt1,foodconfoct2,40.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONFOCT2,recipe,Foods
fishingmoragt5,foodcondext5,187.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext5', 'name': 'Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONDEXT5,recipe,Foods
seasoningblendt1,foodcondext5,187.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext5', 'name': 'Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONDEXT5,recipe,Foods
cookingoilt1,foodcondext5,187.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext5', 'name': 'Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONDEXT5,recipe,Foods
potatot1,foodcondext5,187.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext5', 'name': 'Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONDEXT5,recipe,Foods
buttert1,foodcondext5,187.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext5', 'name': 'Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONDEXT5,recipe,Foods
thymet1,foodcondext5,187.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext5', 'name': 'Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONDEXT5,recipe,Foods
barleyt1,foodcondext5,187.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext5', 'name': 'Recipe: Blackened Ray-Finned Barb with Fondant Potatoes and Barley', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodCONDEXT5,recipe,Foods
hamhockt1,foodcondext4,137.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext4', 'name': 'Recipe: Blueberry Glazed Ham Hock with Steamed Vegetables', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONDEXT4,recipe,Foods
blueberryt1,foodcondext4,137.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext4', 'name': 'Recipe: Blueberry Glazed Ham Hock with Steamed Vegetables', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONDEXT4,recipe,Foods
honeyt1,foodcondext4,137.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext4', 'name': 'Recipe: Blueberry Glazed Ham Hock with Steamed Vegetables', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONDEXT4,recipe,Foods
broccolit1,foodcondext4,137.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext4', 'name': 'Recipe: Blueberry Glazed Ham Hock with Steamed Vegetables', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONDEXT4,recipe,Foods
carrott1,foodcondext4,137.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext4', 'name': 'Recipe: Blueberry Glazed Ham Hock with Steamed Vegetables', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONDEXT4,recipe,Foods
cauliflowert1,foodcondext4,137.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext4', 'name': 'Recipe: Blueberry Glazed Ham Hock with Steamed Vegetables', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodCONDEXT4,recipe,Foods
pastat1,foodcondext3,87.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext3', 'name': 'Recipe: Ravioli with Brown Butter and Sage', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONDEXT3,recipe,Foods
buttert1,foodcondext3,87.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext3', 'name': 'Recipe: Ravioli with Brown Butter and Sage', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONDEXT3,recipe,Foods
cheeset1,foodcondext3,87.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext3', 'name': 'Recipe: Ravioli with Brown Butter and Sage', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONDEXT3,recipe,Foods
mushroomt1,foodcondext3,87.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext3', 'name': 'Recipe: Ravioli with Brown Butter and Sage', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONDEXT3,recipe,Foods
saget1,foodcondext3,87.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodcondext3', 'name': 'Recipe: Ravioli with Brown Butter and Sage', 'rarity': 1, 'icon': 'MI_StackOfMusicSheets'}",nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodCONDEXT3,recipe,Foods
pastrycrustt1,foodcondext2,37.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONDEXT2,recipe,Foods
melont1,foodcondext2,37.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONDEXT2,recipe,Foods
gingert1,foodcondext2,37.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONDEXT2,recipe,Foods
cinnamont1,foodcondext2,37.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodCONDEXT2,recipe,Foods
barleyt1,foodarmorert5,155.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert5', 'name': 'Recipe: Spicy Cabbage Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArmorerT5,recipe,Foods
cabbaget1,foodarmorert5,155.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert5', 'name': 'Recipe: Spicy Cabbage Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArmorerT5,recipe,Foods
watert1,foodarmorert5,155.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert5', 'name': 'Recipe: Spicy Cabbage Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArmorerT5,recipe,Foods
peppercornt1,foodarmorert5,155.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert5', 'name': 'Recipe: Spicy Cabbage Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArmorerT5,recipe,Foods
carrott1,foodarmorert5,155.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert5', 'name': 'Recipe: Spicy Cabbage Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArmorerT5,recipe,Foods
cauliflowert1,foodarmorert5,155.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert5', 'name': 'Recipe: Spicy Cabbage Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArmorerT5,recipe,Foods
stringbeant1,foodarmorert5,155.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert5', 'name': 'Recipe: Spicy Cabbage Soup', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArmorerT5,recipe,Foods
barleyt1,foodarmorert4,105.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert4', 'name': 'Recipe: Strong Honey Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArmorerT4,recipe,Foods
wheatt1,foodarmorert4,105.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert4', 'name': 'Recipe: Strong Honey Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArmorerT4,recipe,Foods
honeyt1,foodarmorert4,105.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert4', 'name': 'Recipe: Strong Honey Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArmorerT4,recipe,Foods
nutt1,foodarmorert4,105.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert4', 'name': 'Recipe: Strong Honey Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArmorerT4,recipe,Foods
gingert1,foodarmorert4,105.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert4', 'name': 'Recipe: Strong Honey Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArmorerT4,recipe,Foods
buttert1,foodarmorert4,105.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarmorert4', 'name': 'Recipe: Strong Honey Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArmorerT4,recipe,Foods
barleyt1,foodarmorert3,55.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArmorerT3,recipe,Foods
watert1,foodarmorert3,55.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArmorerT3,recipe,Foods
honeyt1,foodarmorert3,55.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArmorerT3,recipe,Foods
gingert1,foodarmorert3,55.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArmorerT3,recipe,Foods
nutmegt1,foodarmorert3,55.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArmorerT3,recipe,Foods
barleyt1,foodarmorert2,16.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodArmorerT2,recipe,Foods
seasoningblendt1,foodarmorert2,16.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodArmorerT2,recipe,Foods
buttert1,foodarmorert2,16.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodArmorerT2,recipe,Foods
nutt1,foodarmorert2,16.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodArmorerT2,recipe,Foods
barleyt1,foodarmorert1,6.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 1,FoodArmorerT1,recipe,Foods
ricet1,foodarmorert1,6.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 1,FoodArmorerT1,recipe,Foods
watert1,foodarmorert1,6.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 1,FoodArmorerT1,recipe,Foods
berryt1,foodarcanistt5,154.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt5', 'name': 'Recipe: Sweet Wild Berry Infusion', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArcanistT5,recipe,Foods
melont1,foodarcanistt5,154.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt5', 'name': 'Recipe: Sweet Wild Berry Infusion', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArcanistT5,recipe,Foods
watert1,foodarcanistt5,154.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt5', 'name': 'Recipe: Sweet Wild Berry Infusion', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArcanistT5,recipe,Foods
sugart1,foodarcanistt5,154.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt5', 'name': 'Recipe: Sweet Wild Berry Infusion', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArcanistT5,recipe,Foods
tarragont1,foodarcanistt5,154.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt5', 'name': 'Recipe: Sweet Wild Berry Infusion', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArcanistT5,recipe,Foods
strawberryt1,foodarcanistt5,154.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt5', 'name': 'Recipe: Sweet Wild Berry Infusion', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArcanistT5,recipe,Foods
blueberryt1,foodarcanistt5,154.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt5', 'name': 'Recipe: Sweet Wild Berry Infusion', 'rarity': 1, 'icon': 'MI_SmallDiary'}",nan,nan,1,Cooking,0.0,Kitchen Tier 5,FoodArcanistT5,recipe,Foods
berryt1,foodarcanistt4,104.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt4', 'name': 'Recipe: Berry Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArcanistT4,recipe,Foods
strawberryt1,foodarcanistt4,104.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt4', 'name': 'Recipe: Berry Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArcanistT4,recipe,Foods
watert1,foodarcanistt4,104.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt4', 'name': 'Recipe: Berry Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArcanistT4,recipe,Foods
honeyt1,foodarcanistt4,104.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt4', 'name': 'Recipe: Berry Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArcanistT4,recipe,Foods
oranget1,foodarcanistt4,104.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt4', 'name': 'Recipe: Berry Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArcanistT4,recipe,Foods
blueberryt1,foodarcanistt4,104.0,"{'type': 'item', 'itemType': 'Resource', 'id': 'recipe_foodarcanistt4', 'name': 'Recipe: Berry Brew', 'rarity': 1, 'icon': 'MI_UnraveledScroll'}",nan,nan,1,Cooking,0.0,Kitchen Tier 4,FoodArcanistT4,recipe,Foods
berryt1,foodarcanistt3,54.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArcanistT3,recipe,Foods
honeyt1,foodarcanistt3,54.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArcanistT3,recipe,Foods
watert1,foodarcanistt3,54.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArcanistT3,recipe,Foods
strawberryt1,foodarcanistt3,54.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArcanistT3,recipe,Foods
mintt1,foodarcanistt3,54.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 3,FoodArcanistT3,recipe,Foods
