ID,Label,Rarity,Value
house_housingitem_alchemist_cabinet_a,house_housingitem_alchemist_cabinet_a,0,179
honingstonet5,honingstonet5,0,204
honingstonet4,honingstonet4,0,95
honingstonet3,honingstonet3,0,7
honingstonet2,honingstonet2,0,61
hingest5,hingest5,0,243
hingest4,hingest4,0,81
hingest3,hingest3,0,27
hingest2,hingest2,0,9
heavylegs_voidbentt5,heavylegs_voidbentt5,4,16912
heavylegs_syndicaterank5_occultist,heavylegs_syndicaterank5_occultist,3,488
heavylegs_syndicaterank5_cleric,heavylegs_syndicaterank5_cleric,3,488
heavylegs_syndicaterank5_brigand,heavylegs_syndicaterank5_brigand,3,488
heavylegs_syndicaterank4_occultist,heavylegs_syndicaterank4_occultist,3,164
heavylegs_syndicaterank4_cleric,heavylegs_syndicaterank4_cleric,3,164
heavylegs_syndicaterank4_brigand,heavylegs_syndicaterank4_brigand,3,164
heavylegs_syndicaterank3_occultist,heavylegs_syndicaterank3_occultist,2,56
heavylegs_syndicaterank3_cleric,heavylegs_syndicaterank3_cleric,2,56
heavylegs_syndicaterank3_brigand,heavylegs_syndicaterank3_brigand,2,56
heavylegs_syndicaterank2_occultist,heavylegs_syndicaterank2_occultist,2,20
heavylegs_syndicaterank2_cleric,heavylegs_syndicaterank2_cleric,2,20
heavylegs_syndicaterank2_brigand,heavylegs_syndicaterank2_brigand,2,20
heavylegs_syndicaterank1_occultist,heavylegs_syndicaterank1_occultist,1,5
heavylegs_syndicaterank1_cleric,heavylegs_syndicaterank1_cleric,1,5
heavylegs_syndicaterank1_brigand,heavylegs_syndicaterank1_brigand,1,5
heavylegs_marauderrank5_occultist,heavylegs_marauderrank5_occultist,3,488
heavylegs_marauderrank5_cleric,heavylegs_marauderrank5_cleric,3,488
heavylegs_marauderrank5_brigand,heavylegs_marauderrank5_brigand,3,488
heavylegs_marauderrank4_occultist,heavylegs_marauderrank4_occultist,3,164
heavylegs_marauderrank4_cleric,heavylegs_marauderrank4_cleric,3,164
heavylegs_marauderrank4_brigand,heavylegs_marauderrank4_brigand,3,164
heavylegs_marauderrank3_occultist,heavylegs_marauderrank3_occultist,2,56
heavylegs_marauderrank3_cleric,heavylegs_marauderrank3_cleric,2,56
heavylegs_marauderrank3_brigand,heavylegs_marauderrank3_brigand,2,56
heavylegs_marauderrank2_occultist,heavylegs_marauderrank2_occultist,2,20
heavylegs_marauderrank2_cleric,heavylegs_marauderrank2_cleric,2,20
heavylegs_marauderrank2_brigand,heavylegs_marauderrank2_brigand,2,20
heavylegs_marauderrank1_occultist,heavylegs_marauderrank1_occultist,1,5
heavylegs_marauderrank1_cleric,heavylegs_marauderrank1_cleric,1,5
heavylegs_marauderrank1_brigand,heavylegs_marauderrank1_brigand,1,5
heavylegs_marauderlegatust5_occultist,heavylegs_marauderlegatust5_occultist,3,731
heavylegs_marauderlegatust5_cleric,heavylegs_marauderlegatust5_cleric,3,731
heavylegs_marauderlegatust5_brigand,heavylegs_marauderlegatust5_brigand,3,731
heavylegs_furlinedt5,heavylegs_furlinedt5,0,245
heavylegs_crafteddungeon7t5,heavylegs_crafteddungeon7t5,0,248
heavylegs_crafteddungeon6t5,heavylegs_crafteddungeon6t5,0,248
heavylegs_crafteddungeon5t4,heavylegs_crafteddungeon5t4,0,86
heavylegs_crafteddungeon4t4,heavylegs_crafteddungeon4t4,0,86
heavylegs_crafteddungeon2t3,heavylegs_crafteddungeon2t3,0,32
heavylegs_crafteddungeon1t3,heavylegs_crafteddungeon1t3,0,32
heavylegs_covenantrank5_occultist,heavylegs_covenantrank5_occultist,3,488
heavylegs_covenantrank5_cleric,heavylegs_covenantrank5_cleric,3,488
heavylegs_covenantrank5_brigand,heavylegs_covenantrank5_brigand,3,488
heavylegs_covenantrank4_occultist,heavylegs_covenantrank4_occultist,3,164
heavylegs_covenantrank4_cleric,heavylegs_covenantrank4_cleric,3,164
heavylegs_covenantrank4_brigand,heavylegs_covenantrank4_brigand,3,164
heavylegs_covenantrank3_occultist,heavylegs_covenantrank3_occultist,2,56
heavylegs_covenantrank3_cleric,heavylegs_covenantrank3_cleric,2,56
heavylegs_covenantrank3_brigand,heavylegs_covenantrank3_brigand,2,56
heavylegs_covenantrank2_occultist,heavylegs_covenantrank2_occultist,2,20
heavylegs_covenantrank2_cleric,heavylegs_covenantrank2_cleric,2,20
heavylegs_covenantrank2_brigand,heavylegs_covenantrank2_brigand,2,20
heavylegs_covenantrank1_occultist,heavylegs_covenantrank1_occultist,1,5
heavylegs_covenantrank1_cleric,heavylegs_covenantrank1_cleric,1,5
heavylegs_covenantrank1_brigand,heavylegs_covenantrank1_brigand,1,5
heavylegs_covenantinquisitort5_occultist,heavylegs_covenantinquisitort5_occultist,3,731
heavylegs_covenantinquisitort5_brigand,heavylegs_covenantinquisitort5_brigand,3,731
heavylegs_covenantinquisitort5_barbarian,heavylegs_covenantinquisitort5_barbarian,3,731
heavylegs_battlesembracegreavest5a,heavylegs_battlesembracegreavest5a,3,12
heavyhead_voidbentt5,heavyhead_voidbentt5,4,16912
heavyhead_syndicaterank5_occultist,heavyhead_syndicaterank5_occultist,3,488
heavyhead_syndicaterank5_cleric,heavyhead_syndicaterank5_cleric,3,488
heavyhead_syndicaterank5_brigand,heavyhead_syndicaterank5_brigand,3,488
heavyhead_syndicaterank4_occultist,heavyhead_syndicaterank4_occultist,3,164
heavyhead_syndicaterank4_cleric,heavyhead_syndicaterank4_cleric,3,164
heavyhead_syndicaterank4_brigand,heavyhead_syndicaterank4_brigand,3,164
heavyhead_syndicaterank3_occultist,heavyhead_syndicaterank3_occultist,2,56
heavyhead_syndicaterank3_cleric,heavyhead_syndicaterank3_cleric,2,56
heavyhead_syndicaterank3_brigand,heavyhead_syndicaterank3_brigand,2,56
heavyhead_syndicaterank2_occultist,heavyhead_syndicaterank2_occultist,2,20
heavyhead_syndicaterank2_cleric,heavyhead_syndicaterank2_cleric,2,20
heavyhead_syndicaterank2_brigand,heavyhead_syndicaterank2_brigand,2,20
heavyhead_syndicaterank1_occultist,heavyhead_syndicaterank1_occultist,1,5
heavyhead_syndicaterank1_cleric,heavyhead_syndicaterank1_cleric,1,5
heavyhead_syndicaterank1_brigand,heavyhead_syndicaterank1_brigand,1,5
heavyhead_marauderrank5_occultist,heavyhead_marauderrank5_occultist,3,488
heavyhead_marauderrank5_cleric,heavyhead_marauderrank5_cleric,3,488
heavyhead_marauderrank5_brigand,heavyhead_marauderrank5_brigand,3,488
heavyhead_marauderrank4_occultist,heavyhead_marauderrank4_occultist,3,164
heavyhead_marauderrank4_cleric,heavyhead_marauderrank4_cleric,3,164
heavyhead_marauderrank4_brigand,heavyhead_marauderrank4_brigand,3,164
heavyhead_marauderrank3_occultist,heavyhead_marauderrank3_occultist,2,56
heavyhead_marauderrank3_cleric,heavyhead_marauderrank3_cleric,2,56
heavyhead_marauderrank3_brigand,heavyhead_marauderrank3_brigand,2,56
heavyhead_marauderrank2_occultist,heavyhead_marauderrank2_occultist,2,20
heavyhead_marauderrank2_cleric,heavyhead_marauderrank2_cleric,2,20
heavyhead_marauderrank2_brigand,heavyhead_marauderrank2_brigand,2,20
heavyhead_marauderrank1_occultist,heavyhead_marauderrank1_occultist,1,5
heavyhead_marauderrank1_cleric,heavyhead_marauderrank1_cleric,1,5
heavyhead_marauderrank1_brigand,heavyhead_marauderrank1_brigand,1,5
heavyhead_marauderlegatust5_occultist,heavyhead_marauderlegatust5_occultist,3,731
heavyhead_marauderlegatust5_cleric,heavyhead_marauderlegatust5_cleric,3,731
heavyhead_marauderlegatust5_brigand,heavyhead_marauderlegatust5_brigand,3,731
heavyhead_furlinedt5,heavyhead_furlinedt5,0,245
heavyhead_crafteddungeon7t5,heavyhead_crafteddungeon7t5,0,248
heavyhead_crafteddungeon6t5,heavyhead_crafteddungeon6t5,0,248
heavyhead_crafteddungeon5t4,heavyhead_crafteddungeon5t4,0,86
heavyhead_crafteddungeon4t4,heavyhead_crafteddungeon4t4,0,86
heavyhead_crafteddungeon2t3,heavyhead_crafteddungeon2t3,0,32
heavyhead_crafteddungeon1t3,heavyhead_crafteddungeon1t3,0,32
heavyhead_covenantrank5_occultist,heavyhead_covenantrank5_occultist,3,488
heavyhead_covenantrank5_cleric,heavyhead_covenantrank5_cleric,3,488
heavyhead_covenantrank5_brigand,heavyhead_covenantrank5_brigand,3,488
heavyhead_covenantrank4_occultist,heavyhead_covenantrank4_occultist,3,164
heavyhead_covenantrank4_cleric,heavyhead_covenantrank4_cleric,3,164
heavyhead_covenantrank4_brigand,heavyhead_covenantrank4_brigand,3,164
heavyhead_covenantrank3_occultist,heavyhead_covenantrank3_occultist,2,56
heavyhead_covenantrank3_cleric,heavyhead_covenantrank3_cleric,2,56
heavyhead_covenantrank3_brigand,heavyhead_covenantrank3_brigand,2,56
heavyhead_covenantrank2_occultist,heavyhead_covenantrank2_occultist,2,20
heavyhead_covenantrank2_cleric,heavyhead_covenantrank2_cleric,2,20
heavyhead_covenantrank2_brigand,heavyhead_covenantrank2_brigand,2,20
heavyhead_covenantrank1_occultist,heavyhead_covenantrank1_occultist,1,5
heavyhead_covenantrank1_cleric,heavyhead_covenantrank1_cleric,1,5
heavyhead_covenantrank1_brigand,heavyhead_covenantrank1_brigand,1,5
heavyhead_covenantinquisitort5_occultist,heavyhead_covenantinquisitort5_occultist,3,731
heavyhead_covenantinquisitort5_brigand,heavyhead_covenantinquisitort5_brigand,3,731
heavyhead_covenantinquisitort5_barbarian,heavyhead_covenantinquisitort5_barbarian,3,731
heavyhead_battlesembracehelmt5,heavyhead_battlesembracehelmt5,3,4
heavyhands_voidbentt5,heavyhands_voidbentt5,4,16912
heavyhands_syndicaterank5_occultist,heavyhands_syndicaterank5_occultist,3,488
heavyhands_syndicaterank5_cleric,heavyhands_syndicaterank5_cleric,3,488
heavyhands_syndicaterank5_brigand,heavyhands_syndicaterank5_brigand,3,488
heavyhands_syndicaterank4_occultist,heavyhands_syndicaterank4_occultist,3,164
heavyhands_syndicaterank4_cleric,heavyhands_syndicaterank4_cleric,3,164
heavyhands_syndicaterank4_brigand,heavyhands_syndicaterank4_brigand,3,164
heavyhands_syndicaterank3_occultist,heavyhands_syndicaterank3_occultist,2,56
heavyhands_syndicaterank3_cleric,heavyhands_syndicaterank3_cleric,2,56
heavyhands_syndicaterank3_brigand,heavyhands_syndicaterank3_brigand,2,56
heavyhands_syndicaterank2_occultist,heavyhands_syndicaterank2_occultist,2,20
heavyhands_syndicaterank2_cleric,heavyhands_syndicaterank2_cleric,2,20
heavyhands_syndicaterank2_brigand,heavyhands_syndicaterank2_brigand,2,20
heavyhands_syndicaterank1_occultist,heavyhands_syndicaterank1_occultist,1,5
heavyhands_syndicaterank1_cleric,heavyhands_syndicaterank1_cleric,1,5
heavyhands_syndicaterank1_brigand,heavyhands_syndicaterank1_brigand,1,5
heavyhands_marauderrank5_occultist,heavyhands_marauderrank5_occultist,3,488
heavyhands_marauderrank5_cleric,heavyhands_marauderrank5_cleric,3,488
heavyhands_marauderrank5_brigand,heavyhands_marauderrank5_brigand,3,488
heavyhands_marauderrank4_occultist,heavyhands_marauderrank4_occultist,3,164
heavyhands_marauderrank4_cleric,heavyhands_marauderrank4_cleric,3,164
heavyhands_marauderrank4_brigand,heavyhands_marauderrank4_brigand,3,164
heavyhands_marauderrank3_occultist,heavyhands_marauderrank3_occultist,2,56
heavyhands_marauderrank3_cleric,heavyhands_marauderrank3_cleric,2,56
heavyhands_marauderrank3_brigand,heavyhands_marauderrank3_brigand,2,56
heavyhands_marauderrank2_occultist,heavyhands_marauderrank2_occultist,2,20
heavyhands_marauderrank2_cleric,heavyhands_marauderrank2_cleric,2,20
heavyhands_marauderrank2_brigand,heavyhands_marauderrank2_brigand,2,20
heavyhands_marauderrank1_occultist,heavyhands_marauderrank1_occultist,1,5
heavyhands_marauderrank1_cleric,heavyhands_marauderrank1_cleric,1,5
heavyhands_marauderrank1_brigand,heavyhands_marauderrank1_brigand,1,5
heavyhands_marauderlegatust5_occultist,heavyhands_marauderlegatust5_occultist,3,731
heavyhands_marauderlegatust5_cleric,heavyhands_marauderlegatust5_cleric,3,731
heavyhands_marauderlegatust5_brigand,heavyhands_marauderlegatust5_brigand,3,731
heavyhands_furlinedt5,heavyhands_furlinedt5,0,245
heavyhands_crafteddungeon7t5,heavyhands_crafteddungeon7t5,0,248
heavyhands_crafteddungeon6t5,heavyhands_crafteddungeon6t5,0,248
heavyhands_crafteddungeon5t4,heavyhands_crafteddungeon5t4,0,86
heavyhands_crafteddungeon4t4,heavyhands_crafteddungeon4t4,0,86
heavyhands_crafteddungeon2t3,heavyhands_crafteddungeon2t3,0,32
heavyhands_crafteddungeon1t3,heavyhands_crafteddungeon1t3,0,32
heavyhands_covenantrank5_occultist,heavyhands_covenantrank5_occultist,3,488
heavyhands_covenantrank5_cleric,heavyhands_covenantrank5_cleric,3,488
heavyhands_covenantrank5_brigand,heavyhands_covenantrank5_brigand,3,488
heavyhands_covenantrank4_occultist,heavyhands_covenantrank4_occultist,3,164
heavyhands_covenantrank4_cleric,heavyhands_covenantrank4_cleric,3,164
heavyhands_covenantrank4_brigand,heavyhands_covenantrank4_brigand,3,164
heavyhands_covenantrank3_occultist,heavyhands_covenantrank3_occultist,2,56
heavyhands_covenantrank3_cleric,heavyhands_covenantrank3_cleric,2,56
heavyhands_covenantrank3_brigand,heavyhands_covenantrank3_brigand,2,56
heavyhands_covenantrank2_occultist,heavyhands_covenantrank2_occultist,2,20
heavyhands_covenantrank2_cleric,heavyhands_covenantrank2_cleric,2,20
heavyhands_covenantrank2_brigand,heavyhands_covenantrank2_brigand,2,20
heavyhands_covenantrank1_occultist,heavyhands_covenantrank1_occultist,1,5
heavyhands_covenantrank1_cleric,heavyhands_covenantrank1_cleric,1,5
heavyhands_covenantrank1_brigand,heavyhands_covenantrank1_brigand,1,5
heavyhands_covenantinquisitort5_occultist,heavyhands_covenantinquisitort5_occultist,3,731
heavyhands_covenantinquisitort5_brigand,heavyhands_covenantinquisitort5_brigand,3,731
heavyhands_covenantinquisitort5_barbarian,heavyhands_covenantinquisitort5_barbarian,3,731
heavyhands_battlesembracegauntletst5a,heavyhands_battlesembracegauntletst5a,3,12
heavyfeet_voidbentt5,heavyfeet_voidbentt5,4,16912
heavyfeet_syndicaterank5_occultist,heavyfeet_syndicaterank5_occultist,3,488
heavyfeet_syndicaterank5_cleric,heavyfeet_syndicaterank5_cleric,3,488
heavyfeet_syndicaterank5_brigand,heavyfeet_syndicaterank5_brigand,3,488
heavyfeet_syndicaterank4_occultist,heavyfeet_syndicaterank4_occultist,3,164
heavyfeet_syndicaterank4_cleric,heavyfeet_syndicaterank4_cleric,3,164
heavyfeet_syndicaterank4_brigand,heavyfeet_syndicaterank4_brigand,3,164
heavyfeet_syndicaterank3_occultist,heavyfeet_syndicaterank3_occultist,2,56
heavyfeet_syndicaterank3_cleric,heavyfeet_syndicaterank3_cleric,2,56
heavyfeet_syndicaterank3_brigand,heavyfeet_syndicaterank3_brigand,2,56
heavyfeet_syndicaterank2_occultist,heavyfeet_syndicaterank2_occultist,2,20
heavyfeet_syndicaterank2_cleric,heavyfeet_syndicaterank2_cleric,2,20
heavyfeet_syndicaterank2_brigand,heavyfeet_syndicaterank2_brigand,2,20
heavyfeet_syndicaterank1_occultist,heavyfeet_syndicaterank1_occultist,1,5
heavyfeet_syndicaterank1_cleric,heavyfeet_syndicaterank1_cleric,1,5
heavyfeet_syndicaterank1_brigand,heavyfeet_syndicaterank1_brigand,1,5
heavyfeet_marauderrank5_occultist,heavyfeet_marauderrank5_occultist,3,488
heavyfeet_marauderrank5_cleric,heavyfeet_marauderrank5_cleric,3,488
heavyfeet_marauderrank5_brigand,heavyfeet_marauderrank5_brigand,3,488
heavyfeet_marauderrank4_occultist,heavyfeet_marauderrank4_occultist,3,164
heavyfeet_marauderrank4_cleric,heavyfeet_marauderrank4_cleric,3,164
heavyfeet_marauderrank4_brigand,heavyfeet_marauderrank4_brigand,3,164
heavyfeet_marauderrank3_occultist,heavyfeet_marauderrank3_occultist,2,56
heavyfeet_marauderrank3_cleric,heavyfeet_marauderrank3_cleric,2,56
heavyfeet_marauderrank3_brigand,heavyfeet_marauderrank3_brigand,2,56
heavyfeet_marauderrank2_occultist,heavyfeet_marauderrank2_occultist,2,20
heavyfeet_marauderrank2_cleric,heavyfeet_marauderrank2_cleric,2,20
heavyfeet_marauderrank2_brigand,heavyfeet_marauderrank2_brigand,2,20
heavyfeet_marauderrank1_occultist,heavyfeet_marauderrank1_occultist,1,5
heavyfeet_marauderrank1_cleric,heavyfeet_marauderrank1_cleric,1,5
heavyfeet_marauderrank1_brigand,heavyfeet_marauderrank1_brigand,1,5
heavyfeet_marauderlegatust5_occultist,heavyfeet_marauderlegatust5_occultist,3,731
heavyfeet_marauderlegatust5_cleric,heavyfeet_marauderlegatust5_cleric,3,731
heavyfeet_marauderlegatust5_brigand,heavyfeet_marauderlegatust5_brigand,3,731
heavyfeet_furlinedt5,heavyfeet_furlinedt5,0,245
heavyfeet_crafteddungeon7t5,heavyfeet_crafteddungeon7t5,0,248
heavyfeet_crafteddungeon6t5,heavyfeet_crafteddungeon6t5,0,248
heavyfeet_crafteddungeon5t4,heavyfeet_crafteddungeon5t4,0,86
heavyfeet_crafteddungeon4t4,heavyfeet_crafteddungeon4t4,0,86
heavyfeet_crafteddungeon2t3,heavyfeet_crafteddungeon2t3,0,32
heavyfeet_crafteddungeon1t3,heavyfeet_crafteddungeon1t3,0,32
heavyfeet_covenantrank5_occultist,heavyfeet_covenantrank5_occultist,3,488
heavyfeet_covenantrank5_cleric,heavyfeet_covenantrank5_cleric,3,488
heavyfeet_covenantrank5_brigand,heavyfeet_covenantrank5_brigand,3,488
heavyfeet_covenantrank4_occultist,heavyfeet_covenantrank4_occultist,3,164
heavyfeet_covenantrank4_cleric,heavyfeet_covenantrank4_cleric,3,164
heavyfeet_covenantrank4_brigand,heavyfeet_covenantrank4_brigand,3,164
heavyfeet_covenantrank3_occultist,heavyfeet_covenantrank3_occultist,2,56
heavyfeet_covenantrank3_cleric,heavyfeet_covenantrank3_cleric,2,56
heavyfeet_covenantrank3_brigand,heavyfeet_covenantrank3_brigand,2,56
heavyfeet_covenantrank2_occultist,heavyfeet_covenantrank2_occultist,2,20
heavyfeet_covenantrank2_cleric,heavyfeet_covenantrank2_cleric,2,20
heavyfeet_covenantrank2_brigand,heavyfeet_covenantrank2_brigand,2,20
heavyfeet_covenantrank1_occultist,heavyfeet_covenantrank1_occultist,1,5
heavyfeet_covenantrank1_cleric,heavyfeet_covenantrank1_cleric,1,5
heavyfeet_covenantrank1_brigand,heavyfeet_covenantrank1_brigand,1,5
heavyfeet_covenantinquisitort5_occultist,heavyfeet_covenantinquisitort5_occultist,3,731
heavyfeet_covenantinquisitort5_brigand,heavyfeet_covenantinquisitort5_brigand,3,731
heavyfeet_covenantinquisitort5_barbarian,heavyfeet_covenantinquisitort5_barbarian,3,731
heavyfeet_battlesembracebootst4a,heavyfeet_battlesembracebootst4a,3,12
heavychest_voidbentt5,heavychest_voidbentt5,4,16912
heavychest_syndicaterank5_occultist,heavychest_syndicaterank5_occultist,3,488
heavychest_syndicaterank5_cleric,heavychest_syndicaterank5_cleric,3,488
heavychest_syndicaterank5_brigand,heavychest_syndicaterank5_brigand,3,488
heavychest_syndicaterank4_occultist,heavychest_syndicaterank4_occultist,3,164
heavychest_syndicaterank4_cleric,heavychest_syndicaterank4_cleric,3,164
heavychest_syndicaterank4_brigand,heavychest_syndicaterank4_brigand,3,164
heavychest_syndicaterank3_occultist,heavychest_syndicaterank3_occultist,2,56
heavychest_syndicaterank3_cleric,heavychest_syndicaterank3_cleric,2,56
heavychest_syndicaterank3_brigand,heavychest_syndicaterank3_brigand,2,56
heavychest_syndicaterank2_occultist,heavychest_syndicaterank2_occultist,2,20
heavychest_syndicaterank2_cleric,heavychest_syndicaterank2_cleric,2,20
heavychest_syndicaterank2_brigand,heavychest_syndicaterank2_brigand,2,20
heavychest_syndicaterank1_occultist,heavychest_syndicaterank1_occultist,1,5
heavychest_syndicaterank1_cleric,heavychest_syndicaterank1_cleric,1,5
heavychest_syndicaterank1_brigand,heavychest_syndicaterank1_brigand,1,5
heavychest_marauderrank5_occultist,heavychest_marauderrank5_occultist,3,488
heavychest_marauderrank5_cleric,heavychest_marauderrank5_cleric,3,488
heavychest_marauderrank5_brigand,heavychest_marauderrank5_brigand,3,488
heavychest_marauderrank4_occultist,heavychest_marauderrank4_occultist,3,164
heavychest_marauderrank4_cleric,heavychest_marauderrank4_cleric,3,164
heavychest_marauderrank4_brigand,heavychest_marauderrank4_brigand,3,164
heavychest_marauderrank3_occultist,heavychest_marauderrank3_occultist,2,56
heavychest_marauderrank3_cleric,heavychest_marauderrank3_cleric,2,56
heavychest_marauderrank3_brigand,heavychest_marauderrank3_brigand,2,56
heavychest_marauderrank2_occultist,heavychest_marauderrank2_occultist,2,20
heavychest_marauderrank2_cleric,heavychest_marauderrank2_cleric,2,20
heavychest_marauderrank2_brigand,heavychest_marauderrank2_brigand,2,20
heavychest_marauderrank1_occultist,heavychest_marauderrank1_occultist,1,5
heavychest_marauderrank1_cleric,heavychest_marauderrank1_cleric,1,5
heavychest_marauderrank1_brigand,heavychest_marauderrank1_brigand,1,5
heavychest_marauderlegatust5_occultist,heavychest_marauderlegatust5_occultist,3,731
heavychest_marauderlegatust5_cleric,heavychest_marauderlegatust5_cleric,3,731
heavychest_marauderlegatust5_brigand,heavychest_marauderlegatust5_brigand,3,731
heavychest_furlinedt5,heavychest_furlinedt5,0,245
heavychest_crafteddungeon7t5,heavychest_crafteddungeon7t5,0,248
heavychest_crafteddungeon6t5,heavychest_crafteddungeon6t5,0,248
heavychest_crafteddungeon5t4,heavychest_crafteddungeon5t4,0,86
heavychest_crafteddungeon4t4,heavychest_crafteddungeon4t4,0,86
heavychest_crafteddungeon2t3,heavychest_crafteddungeon2t3,0,32
heavychest_crafteddungeon1t3,heavychest_crafteddungeon1t3,0,32
heavychest_covenantrank5_occultist,heavychest_covenantrank5_occultist,3,488
heavychest_covenantrank5_cleric,heavychest_covenantrank5_cleric,3,488
heavychest_covenantrank5_brigand,heavychest_covenantrank5_brigand,3,488
heavychest_covenantrank4_occultist,heavychest_covenantrank4_occultist,3,164
heavychest_covenantrank4_cleric,heavychest_covenantrank4_cleric,3,164
heavychest_covenantrank4_brigand,heavychest_covenantrank4_brigand,3,164
heavychest_covenantrank3_occultist,heavychest_covenantrank3_occultist,2,56
heavychest_covenantrank3_cleric,heavychest_covenantrank3_cleric,2,56
heavychest_covenantrank3_brigand,heavychest_covenantrank3_brigand,2,56
heavychest_covenantrank2_occultist,heavychest_covenantrank2_occultist,2,20
heavychest_covenantrank2_cleric,heavychest_covenantrank2_cleric,2,20
heavychest_covenantrank2_brigand,heavychest_covenantrank2_brigand,2,20
heavychest_covenantrank1_occultist,heavychest_covenantrank1_occultist,1,5
heavychest_covenantrank1_cleric,heavychest_covenantrank1_cleric,1,5
heavychest_covenantrank1_brigand,heavychest_covenantrank1_brigand,1,5
heavychest_covenantinquisitort5_occultist,heavychest_covenantinquisitort5_occultist,3,731
heavychest_covenantinquisitort5_brigand,heavychest_covenantinquisitort5_brigand,3,731
heavychest_covenantinquisitort5_barbarian,heavychest_covenantinquisitort5_barbarian,3,731
heavychest_battlesembracebreastplatet4a,heavychest_battlesembracebreastplatet4a,3,12
2hgreataxe_executionert4,2hgreataxe_executionert4,3,5
gemstonedustt5,gemstonedustt5,0,1
gemstonedustt4,gemstonedustt4,0,1
gemstonedustt3,gemstonedustt3,0,1
gemstonedustt2,gemstonedustt2,0,1
foodweaponsmitht5,foodweaponsmitht5,0,22
foodweaponsmitht4,foodweaponsmitht4,0,19
foodweaponsmitht3,foodweaponsmitht3,0,16
foodweaponsmitht2,foodweaponsmitht2,0,15
foodweaponsmitht1,foodweaponsmitht1,0,9
foodstrt5,foodstrt5,0,990
foodstrt4,foodstrt4,0,22
foodstrt3,foodstrt3,0,17
foodstrt2,foodstrt2,0,15
foodstrintt5,foodstrintt5,0,22
foodstrintt4,foodstrintt4,0,27
foodstrintt3,foodstrintt3,0,18
foodstrintt2,foodstrintt2,0,12
foodstrfoct5,foodstrfoct5,0,21
foodstrfoct4,foodstrfoct4,0,19
foodstrfoct3,foodstrfoct3,0,19
foodstrfoct2,foodstrfoct2,0,12
foodstrdext5,foodstrdext5,0,27
foodstrdext4,foodstrdext4,0,18
foodstrdext3,foodstrdext3,0,16
foodstrdext2,foodstrdext2,0,12
foodstrcont5,foodstrcont5,0,19
foodstrcont4,foodstrcont4,0,24
foodstrcont3,foodstrcont3,0,13
foodstrcont2,foodstrcont2,0,15
foodminert5,foodminert5,0,21
foodminert4,foodminert4,0,15
foodminert3,foodminert3,0,13
foodminert2,foodminert2,0,12
foodminert1,foodminert1,0,9
foodlumberjackt5,foodlumberjackt5,0,19
foodlumberjackt4,foodlumberjackt4,0,19
foodlumberjackt3,foodlumberjackt3,0,13
foodlumberjackt2,foodlumberjackt2,0,15
foodlumberjackt1,foodlumberjackt1,0,12
foodjewelcraftert5,foodjewelcraftert5,0,24
foodjewelcraftert4,foodjewelcraftert4,0,18
foodjewelcraftert3,foodjewelcraftert3,0,15
foodjewelcraftert2,foodjewelcraftert2,0,12
foodjewelcraftert1,foodjewelcraftert1,0,9
foodintt5,foodintt5,0,990
foodintt4,foodintt4,0,21
foodintt3,foodintt3,0,15
foodintt2,foodintt2,0,10
foodintstrt5,foodintstrt5,0,31
foodintstrt4,foodintstrt4,0,21
foodintstrt3,foodintstrt3,0,15
foodintstrt2,foodintstrt2,0,12
foodintfoct5,foodintfoct5,0,24
foodintfoct4,foodintfoct4,0,18
foodintfoct3,foodintfoct3,0,19
foodintfoct2,foodintfoct2,0,11
foodintdext5,foodintdext5,0,24
foodintdext4,foodintdext4,0,24
foodintdext3,foodintdext3,0,15
foodintdext2,foodintdext2,0,15
foodintcont5,foodintcont5,0,27
foodintcont4,foodintcont4,0,21
foodintcont3,foodintcont3,0,16
foodintcont2,foodintcont2,0,15
foodhuntert5,foodhuntert5,0,19
foodhuntert4,foodhuntert4,0,21
foodhuntert3,foodhuntert3,0,16
foodhuntert2,foodhuntert2,0,12
foodhuntert1,foodhuntert1,0,9
foodharvestert5,foodharvestert5,0,19
foodharvestert4,foodharvestert4,0,16
foodharvestert3,foodharvestert3,0,16
foodharvestert2,foodharvestert2,0,10
foodharvestert1,foodharvestert1,0,9
foodfoct5,foodfoct5,0,988
foodfoct4,foodfoct4,0,25
foodfoct3,foodfoct3,0,15
foodfoct2,foodfoct2,0,21
foodfocstrt5,foodfocstrt5,0,49
foodfocstrt4,foodfocstrt4,0,28
foodfocstrt3,foodfocstrt3,0,13
foodfocstrt2,foodfocstrt2,0,12
foodfocintt5,foodfocintt5,0,24
foodfocintt4,foodfocintt4,0,21
foodfocintt3,foodfocintt3,0,15
foodfocintt2,foodfocintt2,0,16
foodfocdext5,foodfocdext5,0,21
foodfocdext4,foodfocdext4,0,18
foodfocdext3,foodfocdext3,0,14
foodfocdext2,foodfocdext2,0,15
foodfoccont5,foodfoccont5,0,22
foodfoccont4,foodfoccont4,0,24
foodfoccont3,foodfoccont3,0,18
foodfoccont2,foodfoccont2,0,15
foodengineert5,foodengineert5,0,22
foodengineert4,foodengineert4,0,16
foodengineert3,foodengineert3,0,15
foodengineert2,foodengineert2,0,13
foodengineert1,foodengineert1,0,12
fooddext5,fooddext5,0,989
fooddext4,fooddext4,0,42
fooddext3,fooddext3,0,15
fooddext2,fooddext2,0,16
fooddexstrt5,fooddexstrt5,0,21
fooddexstrt4,fooddexstrt4,0,19
fooddexstrt3,fooddexstrt3,0,19
